コード	銘柄名	株数	取得単価	現在値	損益	PER	PBR	ROE	配当利回り	自己資本比率	営業利益率	業種	直近材料	情報源
7453	良品計画	未保有	対象外	3502	対象外	29.98	4.93	16.45	0.91	59.63	10.03	小売業	📈【A】 業績・配当予想修正。 【ファンダメンタル確認値】現在値3502、PER29.98、PBR4.93、ROE16.45、配当利回り0.91、自己資本比率59.63、営業利益率10.03 【直近材料補強 2026/06/29】バリュエーション: PER29.98倍で期待先行/割高感に注意、PBR4.93倍で資産面の割安感は薄い。 クオリティ: ROE16.45%で資本効率は強め。 株主還元: 配当利回り0.91%で還元妙味は弱め。 セクター材料: インバウンド・値上げ・PB/EC・人件費がテーマ。既存店売上と粗利率が焦点。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=7453 / 株探決算:https://kabutan.jp/stock/finance?code=7453
7458	第一興商	未保有	対象外	1673	対象外	14.18	1.40	9.87	4.06	56.09	11.06	卸売業	📈【A】 配当利回り4.06。 【ファンダメンタル確認値】現在値1673、PER14.18、PBR1.40、ROE9.87、配当利回り4.06、自己資本比率56.09、営業利益率11.06 【直近材料補強 2026/06/29】バリュエーション: PER14.18倍は中立圏。 株主還元: 配当利回り4.06%で高配当候補。 セクター材料: 資源/食品/部材商社・円安・在庫評価・株主還元がテーマ。市況依存とキャッシュ創出力を確認。 次回チェック: 配当継続性を確認しつつインカム枠で比較可能。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=7458 / 株探決算:https://kabutan.jp/stock/finance?code=7458
7459	メディパルホールディングス	未保有	対象外	2626	対象外	13.78	0.82	5.98	2.59	33.93	1.39	卸売業	📈【B】 増配・PBR1倍割れ。 【ファンダメンタル確認値】現在値2626、PER13.78、PBR0.82、ROE5.98、配当利回り2.59、自己資本比率33.93、営業利益率1.39 【直近材料補強 2026/06/29】バリュエーション: PER13.78倍は中立圏、PBR0.82倍でPBR1倍割れ改善余地。 クオリティ: ROE5.98%で資本効率改善待ち、営業利益率1.39%で採算改善が課題。 株主還元: 既存材料に明示的な還元関連の記載あり、継続性を確認。 セクター材料: 資源/食品/部材商社・円安・在庫評価・株主還元がテーマ。市況依存とキャッシュ創出力を確認。 次回チェック: PBR1倍割れでもROE低めのため、資本効率改善策が出るか確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=7459 / 株探決算:https://kabutan.jp/stock/finance?code=7459
7461	キムラ	未保有	対象外	460	対象外	10.61	0.40	3.82	3.04	45.74	2.87	卸売業	➖【C】 PBR0.40・配当3.04だがROE低い。 【ファンダメンタル確認値】現在値460、PER10.61、PBR0.40、ROE3.82、配当利回り3.04、自己資本比率45.74、営業利益率2.87 【直近材料補強 2026/06/29】バリュエーション: PER10.61倍は中立圏、PBR0.4倍でPBR1倍割れ改善余地。 クオリティ: ROE3.82%で資本効率改善待ち、営業利益率2.87%で採算改善が課題。 株主還元: 配当利回り3.04%でインカム妙味。 セクター材料: 資源/食品/部材商社・円安・在庫評価・株主還元がテーマ。市況依存とキャッシュ創出力を確認。 次回チェック: PBR1倍割れでもROE低めのため、資本効率改善策が出るか確認、配当継続性を確認しつつインカム枠で比較可能。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=7461 / 株探決算:https://kabutan.jp/stock/finance?code=7461
7466	ＳＰＫ	未保有	対象外	1269	対象外	9.39	0.88	9.36	3.23	61.04	4.77	卸売業	📈【A】 低PER/PBR・配当3.23。 【ファンダメンタル確認値】現在値1269、PER9.39、PBR0.88、ROE9.36、配当利回り3.23、自己資本比率61.04、営業利益率4.77 【直近材料補強 2026/06/29】バリュエーション: PER9.39倍で利益面は割安寄り、PBR0.88倍でPBR1倍割れ改善余地。 クオリティ: 営業利益率4.77%で採算改善が課題、自己資本比率61.04%で財務安全性高め。 株主還元: 配当利回り3.23%でインカム妙味。 セクター材料: 資源/食品/部材商社・円安・在庫評価・株主還元がテーマ。市況依存とキャッシュ創出力を確認。 次回チェック: 割安×ROEのバランスが良く、押し目候補として優先監視、配当継続性を確認しつつインカム枠で比較可能。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=7466 / 株探決算:https://kabutan.jp/stock/finance?code=7466
7518	ネットワンシステムズ	未保有	対象外	対象外	対象外	対象外	対象外	対象外	対象外	対象外	対象外	情報・通信業	➖【C】 非上場化/完全子会社化済み。 【ファンダメンタル確認値】現在値対象外、PER対象外、PBR対象外、ROE対象外、配当利回り対象外、自己資本比率対象外、営業利益率対象外 【扱い】現行の通常上場株としての比較対象外 【追加確認】通常の上場株比較からは除外候補。ランキング投入時は「投資対象外/参考扱い」とし、代替上場銘柄を確認。	IRBANK/株探/会社IR
7550	ゼンショーホールディングス	未保有	対象外	7931	対象外	24.82	3.64	14.66	1.01	35.50	6.44	小売業	📈【A】 増配・外食大手成長。 【ファンダメンタル確認値】現在値7931、PER24.82、PBR3.64、ROE14.66、配当利回り1.01、自己資本比率35.50、営業利益率6.44 【直近材料補強 2026/06/29】バリュエーション: PER24.82倍は中立圏、PBR3.64倍で資産面の割安感は薄い。 クオリティ: ROE14.66%で資本効率は強め。 株主還元: 既存材料に明示的な還元関連の記載あり、継続性を確認。 セクター材料: インバウンド・値上げ・PB/EC・人件費がテーマ。既存店売上と粗利率が焦点。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=7550 / 株探決算:https://kabutan.jp/stock/finance?code=7550
7564	ワークマン	未保有	対象外	6740	対象外	24.63	3.58	14.55	1.32	82.83	18.45	小売業	📈【B】 月次、ROEと財務強いが割安感薄い。 【ファンダメンタル確認値】現在値6740、PER24.63、PBR3.58、ROE14.55、配当利回り1.32、自己資本比率82.83、営業利益率18.45 【直近材料補強 2026/06/29】バリュエーション: PER24.63倍は中立圏、PBR3.58倍で資産面の割安感は薄い。 クオリティ: ROE14.55%で資本効率は強め、営業利益率18.45%で高収益、自己資本比率82.83%で財務安全性高め。 セクター材料: インバウンド・値上げ・PB/EC・人件費がテーマ。既存店売上と粗利率が焦点。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=7564 / 株探決算:https://kabutan.jp/stock/finance?code=7564
7577	ＨＡＰｉＮＳ	未保有	対象外	対象外	対象外	対象外	対象外	対象外	対象外	対象外	対象外	小売業	➖【C】 上場廃止済み。 【ファンダメンタル確認値】現在値対象外、PER対象外、PBR対象外、ROE対象外、配当利回り対象外、自己資本比率対象外、営業利益率対象外 【扱い】現行の通常上場株としての比較対象外 【追加確認】通常の上場株比較からは除外候補。ランキング投入時は「投資対象外/参考扱い」とし、代替上場銘柄を確認。	IRBANK/株探/会社IR
7611	ハイデイ日高	未保有	対象外	2533	対象外	20.27	3.67	18.09	2.05	72.75	10.58	小売業	📈【A】 月次、ROE18.09・財務強い。 【ファンダメンタル確認値】現在値2533、PER20.27、PBR3.67、ROE18.09、配当利回り2.05、自己資本比率72.75、営業利益率10.58 【直近材料補強 2026/06/29】バリュエーション: PER20.27倍は中立圏、PBR3.67倍で資産面の割安感は薄い。 クオリティ: ROE18.09%で資本効率は強め、自己資本比率72.75%で財務安全性高め。 セクター材料: インバウンド・値上げ・PB/EC・人件費がテーマ。既存店売上と粗利率が焦点。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=7611 / 株探決算:https://kabutan.jp/stock/finance?code=7611
7616	コロワイド	未保有	対象外	1802	対象外	71.75	2.27	3.17	0.28	24.00	3.13	小売業	📉【D】 優待人気を除く投資指標弱い。 【ファンダメンタル確認値】現在値1802、PER71.75、PBR2.27、ROE3.17、配当利回り0.28、自己資本比率24.00、営業利益率3.13 【直近材料補強 2026/06/29】バリュエーション: PER71.75倍で期待先行/割高感に注意。 クオリティ: ROE3.17%で資本効率改善待ち、営業利益率3.13%で採算改善が課題、自己資本比率24%で財務レバレッジに注意。 株主還元: 配当利回り0.28%で還元妙味は弱め。 直近イベント解釈: 優待関連の個人投資家需給材料。 セクター材料: インバウンド・値上げ・PB/EC・人件費がテーマ。既存店売上と粗利率が焦点。 次回チェック: 高PERを正当化する成長材料が追加で必要。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=7616 / 株探決算:https://kabutan.jp/stock/finance?code=7616
7692	アースインフィニティ	未保有	対象外	73	対象外	14.64	6.42	43.85	3.56	42.45	10.24	小売業	📈【B】 ROE高いがPBR高・小型ボラあり。 【ファンダメンタル確認値】現在値73、PER14.64、PBR6.42、ROE43.85、配当利回り3.56、自己資本比率42.45、営業利益率10.24 【直近材料補強 2026/06/29】バリュエーション: PER14.64倍は中立圏、PBR6.42倍で資産面の割安感は薄い。 クオリティ: ROE43.85%で資本効率は強め。 株主還元: 配当利回り3.56%でインカム妙味。 セクター材料: インバウンド・値上げ・PB/EC・人件費がテーマ。既存店売上と粗利率が焦点。 次回チェック: 配当継続性を確認しつつインカム枠で比較可能。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=7692 / 株探決算:https://kabutan.jp/stock/finance?code=7692
7734	理研計器	未保有	対象外	3615	対象外	17.12	1.92	11.24	1.66	84.49	22.50	精密機器	📈【A】 中計・増配、財務厚い。 【ファンダメンタル確認値】現在値3615、PER17.12、PBR1.92、ROE11.24、配当利回り1.66、自己資本比率84.49、営業利益率22.50 【直近材料補強 2026/06/29】バリュエーション: PER17.12倍は中立圏。 クオリティ: 営業利益率22.5%で高収益、自己資本比率84.49%で財務安全性高め。 株主還元: 既存材料に明示的な還元関連の記載あり、継続性を確認。 セクター材料: 医療機器・半導体/計測・円安・中国需要がテーマ。高利益率事業の伸びを確認。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=7734 / 株探決算:https://kabutan.jp/stock/finance?code=7734
7739	キヤノン電子	未保有	対象外	対象外	対象外	対象外	対象外	対象外	対象外	対象外	対象外	電気機器	➖【C】 上場廃止済み。 【ファンダメンタル確認値】現在値対象外、PER対象外、PBR対象外、ROE対象外、配当利回り対象外、自己資本比率対象外、営業利益率対象外 【扱い】現行の通常上場株としての比較対象外 【追加確認】通常の上場株比較からは除外候補。ランキング投入時は「投資対象外/参考扱い」とし、代替上場銘柄を確認。	IRBANK/株探/会社IR
